F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,Adulteration %,Type_of_Oil
55,180,147,7,193,4446,17,48,105,118,193,4448,6,46,20,sesame
56,179,147,8,193,4452,17,48,105,119,193,4453,6,45,20,sesame
55,180,148,7,192,4457,17,48,105,119,193,4450,6,46,20,sesame
55,180,147,7,192,4455,16,48,105,119,193,4453,6,46,20,sesame
56,180,148,7,192,4454,17,48,104,118,193,4454,6,46,20,sesame
55,180,147,8,193,4453,17,48,105,118,193,4450,6,46,20,sesame
56,180,147,7,192,4447,17,48,103,118,192,4448,6,46,20,sesame
56,180,148,8,192,4454,17,48,104,118,193,4456,6,46,20,sesame
55,180,147,7,192,4453,17,48,104,118,193,4453,6,46,20,sesame
55,179,147,7,192,4448,17,47,104,118,192,4447,6,46,20,sesame
55,179,147,8,192,4451,17,48,105,118,193,4449,6,46,20,sesame
55,180,147,8,192,4444,17,48,104,118,193,4447,6,46,20,sesame
55,180,147,7,192,4450,17,48,105,118,193,4448,6,46,20,sesame
55,180,147,7,192,4452,17,48,104,118,193,4446,6,46,20,sesame
56,180,147,7,192,4446,17,48,105,118,193,4441,6,46,20,sesame
50,165,134,7,177,4132,15,46,97,109,178,4114,6,43,40,sesame
69,179,142,8,197,4527,20,55,107,114,197,4523,6,44,40,sesame
67,178,143,8,196,4527,21,55,107,114,195,4524,6,45,40,sesame
65,179,143,8,195,4510,20,54,107,115,196,4509,6,45,40,sesame
65,179,143,8,196,4493,20,54,107,115,196,4494,6,45,40,sesame
65,179,143,8,195,4510,20,54,107,115,196,4509,6,45,40,sesame
65,179,143,8,196,4493,20,54,107,115,196,4494,6,45,40,sesame
61,177,143,7,192,4449,19,52,105,114,193,4448,6,45,40,sesame
61,176,142,7,192,4442,18,52,104,114,192,4437,6,44,40,sesame
61,177,142,8,192,4443,18,52,104,114,193,4447,6,45,40,sesame
62,177,143,8,192,4445,18,52,105,114,192,4438,6,45,40,sesame
62,176,143,8,193,4459,19,52,105,114,193,4456,6,45,40,sesame
62,177,143,8,193,4456,18,52,105,114,193,4452,6,44,40,sesame
63,177,143,8,193,4466,19,52,105,115,192,4463,6,45,40,sesame
61,177,142,8,192,4435,18,52,105,114,192,4439,6,44,40,sesame
61,176,142,7,192,4434,19,51,104,114,192,4442,6,44,40,sesame
61,175,143,8,192,4438,18,52,104,114,192,4423,6,44,40,sesame
61,177,142,7,191,4437,18,52,104,113,192,4435,6,44,40,sesame
61,176,141,7,191,4429,18,52,104,114,193,4433,6,44,40,sesame
61,176,142,8,192,4429,18,52,104,113,192,4428,6,44,40,sesame
59,175,141,7,190,4400,18,52,104,113,190,4398,6,44,40,sesame
59,175,142,8,191,4399,18,51,104,113,191,4399,6,45,40,sesame
59,175,141,8,190,4396,18,52,104,113,191,4398,6,44,40,sesame
59,175,141,8,190,4400,18,52,104,113,191,4391,6,45,40,sesame
59,175,141,8,190,4387,17,51,103,113,191,4386,6,44,40,sesame
58,175,141,8,190,4385,18,51,104,113,191,4381,6,44,40,sesame
58,175,141,8,190,4380,18,51,103,113,190,4384,6,44,40,sesame
59,174,141,7,190,4386,18,51,103,113,190,4381,6,44,40,sesame
58,175,141,7,190,4375,17,51,102,113,190,4363,6,45,40,sesame
58,175,141,8,189,4377,17,51,103,113,189,4372,6,44,40,sesame
44,124,102,6,135,3072,14,39,74,83,136,3068,5,34,60,sesame
45,124,102,6,135,3067,14,39,74,82,136,3068,5,34,60,sesame
44,125,101,7,134,3056,14,38,73,83,135,3055,5,34,60,sesame
44,123,101,6,134,3044,14,38,73,82,134,3041,6,34,60,sesame
43,124,101,6,133,3032,14,38,73,81,134,3033,6,34,60,sesame
43,124,101,6,133,3026,13,38,73,83,134,3019,5,34,60,sesame
43,124,101,7,134,3026,13,38,73,82,134,3023,6,34,60,sesame
43,123,100,6,133,3029,13,38,73,82,134,3028,5,34,60,sesame
43,124,101,6,133,3035,14,38,73,82,134,3035,6,34,60,sesame
43,124,101,7,134,3036,14,38,73,82,133,3030,5,34,60,sesame
44,124,101,6,134,3028,14,38,74,82,134,3027,5,34,60,sesame
44,124,101,6,132,3025,14,38,72,82,134,3021,6,34,60,sesame
44,124,100,6,134,3028,14,38,73,82,134,3025,6,34,60,sesame
44,123,100,6,133,3017,14,38,73,82,134,3024,5,34,60,sesame
44,123,100,6,133,3024,14,38,73,82,133,3022,5,34,60,sesame
44,123,100,6,133,3017,14,37,72,81,133,3012,6,34,60,sesame
44,123,100,6,133,3012,14,38,73,82,133,3014,6,34,60,sesame
44,123,100,6,132,3002,14,38,71,81,132,3000,5,33,60,sesame
44,123,99,6,132,2998,14,38,72,82,133,2996,5,32,60,sesame
43,123,99,6,132,2992,13,37,72,81,132,2991,5,32,60,sesame
43,122,100,6,132,2994,14,38,72,82,132,2991,5,33,60,sesame
43,122,99,6,131,2986,14,37,72,81,132,2987,6,33,60,sesame
43,122,99,6,131,2984,13,37,72,81,131,2981,5,33,60,sesame
43,122,99,7,131,2980,13,37,72,80,130,2978,5,33,60,sesame
44,122,100,7,132,2974,14,38,72,81,132,2977,6,33,60,sesame
43,122,99,6,131,2973,14,37,72,81,132,2974,5,33,60,sesame
43,122,99,6,132,2973,13,38,72,81,132,2974,6,33,60,sesame
44,122,99,6,131,2972,14,38,72,81,132,2970,5,33,60,sesame
44,122,99,7,131,2970,13,37,72,81,131,2971,6,33,60,sesame
43,121,99,6,131,2970,13,38,72,80,131,2972,5,33,60,sesame
52,110,88,6,123,2685,16,42,69,67,123,2682,5,28,80,sesame
50,108,86,6,120,2630,15,41,67,66,120,2628,5,28,80,sesame
50,108,86,6,120,2625,16,41,68,67,121,2623,5,28,80,sesame
51,109,87,6,122,2662,16,41,68,67,122,2668,5,28,80,sesame
52,110,87,6,123,2684,16,42,69,67,123,2684,5,28,80,sesame
53,111,88,6,124,2709,16,43,70,68,123,2715,6,28,80,sesame
53,110,88,6,124,2707,16,42,69,68,124,2709,6,28,80,sesame
52,111,88,6,124,2720,16,42,70,68,125,2722,6,28,80,sesame
52,111,88,6,125,2744,16,43,70,68,125,2744,6,28,80,sesame
53,112,88,6,125,2750,16,43,70,68,126,2752,6,29,80,sesame
53,112,88,6,126,2769,16,43,69,69,126,2761,5,28,80,sesame
52,112,88,6,126,2766,16,43,70,69,126,2764,6,29,80,sesame
53,112,87,6,126,2765,17,42,71,69,127,2770,6,28,80,sesame
53,113,89,6,126,2778,16,42,71,69,127,2782,6,29,80,sesame
53,113,89,6,127,2800,16,43,72,69,127,2790,6,29,80,sesame
52,114,89,6,127,2800,16,43,71,70,128,2790,6,28,80,sesame
54,114,89,6,128,2795,16,44,72,69,128,2792,6,29,80,sesame
54,114,90,6,128,2802,17,44,72,70,128,2805,6,29,80,sesame
54,115,90,6,128,2807,17,44,72,70,129,2802,6,28,80,sesame
54,114,91,6,128,2805,17,44,72,70,128,2809,6,29,80,sesame
55,115,91,6,129,2824,17,44,72,70,129,2825,6,29,80,sesame
54,115,90,6,128,2811,17,44,72,70,129,2806,6,29,80,sesame
54,114,90,6,128,2802,17,44,72,69,128,2797,6,29,80,sesame
55,113,90,6,127,2801,17,44,72,70,128,2799,5,29,80,sesame
54,114,90,6,127,2799,17,44,72,69,128,2799,6,29,80,sesame
54,113,90,6,127,2795,17,43,71,70,128,2796,6,29,80,sesame
54,113,88,6,127,2796,17,44,71,69,127,2794,6,28,80,sesame
54,113,89,6,127,2787,17,43,71,69,127,2789,6,29,80,sesame
54,113,90,6,127,2785,16,43,71,69,127,2785,6,29,80,sesame
53,113,89,6,127,2780,16,43,71,69,127,2779,6,29,80,sesame
